-634342.860296 -7171169.410426 -14913.874182,-196548.846549 -5521242.095799 4606336.444503,333032.495077 -1284915.270006 7065259.224698,706358.368343 3552738.985665 6211389.844117,748621.826102 6727134.442245 2443695.394004,439946.079541 6749566.890875 -2471772.269156,-74420.023615 3615207.132604 -6230017.392504,-553840.401198 -1204018.400012 -7080615.115763,-775116.854026 -5462744.919309 -4629986.521296,3049588.688325 -6308929.910892 1642741.440073,2142702.458759 -3746660.268779 5751972.382697,232151.802993 569894.920230 7162297.111580,-1787407.558895 4619600.991834 5214532.711396,-2970107.307413 6505547.433509 819477.660691,-2761591.417669 5344033.356115 -3960927.258014,-1262864.363044 1686119.436555 -6888619.958332,824200.307824 -2756831.183484 -6603823.203387,2527583.903306 -5915447.199083 -3238275.152283,5384763.263706 -3530166.989432 3211461.269719,2573503.779792 -1298677.418354 6586582.071574,-1442596.119443 1540387.538944 6872489.170696,-4783772.093862 3658202.718434 3935616.121203,-5883870.869001 4061925.805837 -849103.607773,-4229456.951644 2564062.751656 -5236453.231980,-601595.680674 -129932.411725 -7177254.934593,3306479.450671 -2763190.498975 -5772188.148608,5672907.427829 -4107797.626363 -1671772.975819,5521242.095799 -196548.846549 4606336.444503,1284915.270006 333032.495077 7065259.224698,-3552738.985665 706358.368343 6211389.844117,-6727134.442245 748621.826102 2443695.394004,-6749566.890875 439946.079541 -2471772.269156,-3615207.132604 -74420.023615 -6230017.392504,1204018.400012 -553840.401198 -7080615.115763,5462744.919309 -775116.854026 -4629986.521296,7171169.410426 -634342.860296 -14913.874182,3746660.268779 2142702.458759 5751972.382697,-569894.920230 232151.802993 7162297.111580,-4619600.991834 -1787407.558895 5214532.711396,-6505547.433509 -2970107.307413 819477.660691,-5344033.356115 -2761591.417669 -3960927.258014,-1686119.436555 -1262864.363044 -6888619.958332,2756831.183484 824200.307824 -6603823.203387,5915447.199083 2527583.903306 -3238275.152283,6308929.910892 3049588.688325 1642741.440073,1298677.418354 2573503.779792 6586582.071574,-1540387.538944 -1442596.119443 6872489.170696,-3658202.718434 -4783772.093862 3935616.121203,-4061925.805837 -5883870.869001 -849103.607773,-2564062.751656 -4229456.951644 -5236453.231980,129932.411725 -601595.680674 -7177254.934593,2763190.498975 3306479.450671 -5772188.148608,4107797.626363 5672907.427829 -1671772.975819,3530166.989432 5384763.263706 3211461.269719
-635785.877777 -7167807.911083 207893.229550,-184895.308766 -5376199.713470 4774882.447654,352311.299230 -1066245.266010 7100552.687675,724242.383397 3742698.151113 6096954.801994,756726.343756 6799357.568811 2233049.746753,434488.452222 6670249.615005 -2679749.464974,-90846.855666 3421904.677672 -6338072.166613,-573580.936245 -1421012.251094 -7038686.905149,-788968.480965 -5602373.696348 -4457448.642470,3025143.613151 -6260238.564242 1858824.899818,2065868.164110 -3583470.633432 5882304.542114,138952.867159 771074.345701 7145890.920400,-1853360.341440 4764628.953986 5059045.861306,-2977874.167827 6526391.393588 597740.872215,-2707607.835786 5231117.966446 -4144849.491076,-1172550.751186 1492603.546497 -6948983.004345,908748.842436 -2940779.717049 -6512721.778130,2566930.284429 -6003987.130192 -3037877.087883,5299814.893855 -3472321.417609 3409121.978461,2405023.598016 -1181034.010232 6671681.329761,-1615698.119289 1662733.980598 6805263.482532,-4880452.579550 3727966.885142 3747464.265569,-5858766.141220 4046382.577509 -1069928.319256,-4094611.922836 2470704.044232 -5386449.202478,-420227.515452 -257356.912711 -7186723.235094,3449944.657305 -2865367.883268 -5636755.796913,5711323.987054 -4136885.414019 -1454298.768164,5376199.713470 -184895.308766 4774882.447654,1066245.266010 352311.299230 7100552.687675,-3742698.151113 724242.383397 6096954.801994,-6799357.568811 756726.343756 2233049.746753,-6670249.615005 434488.452222 -2679749.464974,-3421904.677672 -90846.855666 -6338072.166613,1421012.251094 -573580.936245 -7038686.905149,5602373.696348 -788968.480965 -4457448.642470,7167807.911083 -635785.877777 207893.229550,3583470.633432 2065868.164110 5882304.542114,-771074.345701 138952.867159 7145890.920400,-4764628.953986 -1853360.341440 5059045.861306,-6526391.393588 -2977874.167827 597740.872215,-5231117.966446 -2707607.835786 -4144849.491076,-1492603.546497 -1172550.751186 -6948983.004345,2940779.717049 908748.842436 -6512721.778130,6003987.130192 2566930.284429 -3037877.087883,6260238.564242 3025143.613151 1858824.899818,1181034.010232 2405023.598016 6671681.329761,-1662733.980598 -1615698.119289 6805263.482532,-3727966.885142 -4880452.579550 3747464.265569,-4046382.577509 -5858766.141220 -1069928.319256,-2470704.044232 -4094611.922836 -5386449.202478,257356.912711 -420227.515452 -7186723.235094,2865367.883268 3449944.657305 -5636755.796913,4136885.414019 5711323.987054 -1454298.768164,3472321.417609 5299814.893855 3409121.978461
-636590.127148 -7157575.351821 430499.684793,-172418.957515 -5226061.551217 4938821.150672,372212.075019 -846641.649971 7129006.606210,742256.528750 3928997.621418 5976641.766530,764407.364419 6865030.396685 2020248.021359,428254.509251 6584580.917563 -2885145.348267,-108039.968911 3225420.135739 -6440051.042472,-593722.696620 -1636568.552572 -6990019.413112,-802666.441989 -5736596.975210 -4280625.691294,2998026.011917 -6205435.353715 2073113.628834,1987779.082548 -3416512.716241 6006964.734810,46500.585802 971922.798405 7122601.819102,-1916913.334744 4905378.039823 4898678.265001,-2982710.503429 6541010.335143 375427.094031,-2651545.371150 5112968.817287 -4324785.572116,-1081973.409384 1297273.370275 -7002691.578657,991633.532563 -3122297.479605 -6415378.876633,2603448.269360 -6086955.052011 -2834553.779952,5210049.697900 -3410766.622337 3603491.541237,2234762.115278 -1061520.046211 6750351.579638,-1786721.623140 1784243.230984 6731480.853339,-4972158.955637 3794571.544593 3555694.961046,-5828129.699265 4026843.900952 -1289721.074677,-3956280.253312 2374393.503486 -5531273.747952,-239018.860958 -385330.117624 -7189312.379064,3589681.383512 -2965435.574751 -5495913.756455,5744155.721515 -4162169.964993 -1235422.242690,5226061.551217 -172418.957515 4938821.150672,846641.649971 372212.075019 7129006.606210,-3928997.621418 742256.528750 5976641.766530,-6865030.396685 764407.364419 2020248.021359,-6584580.917563 428254.509251 -2885145.348267,-3225420.135739 -108039.968911 -6440051.042472,1636568.552572 -593722.696620 -6990019.413112,5736596.975210 -802666.441989 -4280625.691294,7157575.351821 -636590.127148 430499.684793,3416512.716241 1987779.082548 6006964.734810,-971922.798405 46500.585802 7122601.819102,-4905378.039823 -1916913.334744 4898678.265001,-6541010.335143 -2982710.503429 375427.094031,-5112968.817287 -2651545.371150 -4324785.572116,-1297273.370275 -1081973.409384 -7002691.578657,3122297.479605 991633.532563 -6415378.876633,6086955.052011 2603448.269360 -2834553.779952,6205435.353715 2998026.011917 2073113.628834,1061520.046211 2234762.115278 6750351.579638,-1784243.230984 -1786721.623140 6731480.853339,-3794571.544593 -4972158.955637 3555694.961046,-4026843.900952 -5828129.699265 -1289721.074677,-2374393.503486 -3956280.253312 -5531273.747952,385330.117624 -239018.860958 -7189312.379064,2965435.574751 3589681.383512 -5495913.756455,4162169.964993 5744155.721515 -1235422.242690,3410766.622337 5210049.697900 3603491.541237
-636724.750839 -7140483.827866 652690.608635,-159109.783265 -5070975.447405 5097994.778297,392719.427037 -626317.071611 7150593.763560,760367.098155 4111458.294420 5850566.202365,771628.736851 6924091.945041 1805495.691318,421222.693261 6492647.417608 -3087762.626780,-125996.528659 3025944.322184 -6535857.321688,-614239.750928 -1850480.637702 -6934658.647127,-816173.560034 -5865286.190840 -4099686.714160,2968288.493875 -6144561.158503 2285400.706592,1908526.271442 -3245941.310181 6125833.294210,-45118.538116 1172244.799891 7092452.082695,-1978024.562821 5041702.470813 4733584.222118,-2984639.190516 6549377.953888 152750.949225,-2593480.783130 4989690.868479 -4500563.399807,-991226.055832 1100313.719852 -7049694.898390,1072786.417462 -3301203.900883 -6311886.768905,2637127.027164 -6164258.073240 -2628500.453319,5115570.081797 -3345540.896564 3794382.487865,2062890.268467 -940242.479546 6822517.471475,-1955506.910050 1904789.536576 6651211.938622,-5058817.109465 3857930.758660 3360493.136245,-5792009.182418 4003304.947725 -1508270.063643,-3814607.325322 2275208.458093 -5670788.981625,-58143.995284 -513729.377093 -7185019.921041,3725565.268820 -3063281.063816 -5349796.062705,5771387.114918 -4183602.000679 -1015354.270775,5070975.447405 -159109.783265 5097994.778297,626317.071611 392719.427037 7150593.763560,-4111458.294420 760367.098155 5850566.202365,-6924091.945041 771628.736851 1805495.691318,-6492647.417608 421222.693261 -3087762.626780,-3025944.322184 -125996.528659 -6535857.321688,1850480.637702 -614239.750928 -6934658.647127,5865286.190840 -816173.560034 -4099686.714160,7140483.827866 -636724.750839 652690.608635,3245941.310181 1908526.271442 6125833.294210,-1172244.799891 -45118.538116 7092452.082695,-5041702.470813 -1978024.562821 4733584.222118,-6549377.953888 -2984639.190516 152750.949225,-4989690.868479 -2593480.783130 -4500563.399807,-1100313.719852 -991226.055832 -7049694.898390,3301203.900883 1072786.417462 -6311886.768905,6164258.073240 2637127.027164 -2628500.453319,6144561.158503 2968288.493875 2285400.706592,940242.479546 2062890.268467 6822517.471475,-1904789.536576 -1955506.910050 6651211.938622,-3857930.758660 -5058817.109465 3360493.136245,-4003304.947725 -5792009.182418 -1508270.063643,-2275208.458093 -3814607.325322 -5670788.981625,513729.377093 -58143.995284 -7185019.921041,3063281.063816 3725565.268820 -5349796.062705,4183602.000679 5771387.114918 -1015354.270775,3345540.896564 5115570.081797 3794382.487865
-636159.627786 -7116552.206817 874251.489912,-144959.244203 -4911094.006013 5252250.192452,413816.445644 -405484.784606 7165293.512944,778539.526427 4289904.850746 5718849.144811,778354.525470 6976487.785014 1589000.127844,413372.620545 6394541.811941 -3287406.779123,-144712.129412 2823670.792354 -6625400.201045,-635104.906364 -2062543.459937 -6872656.955815,-829452.302166 -5988318.168496 -3914804.797558,2935985.994878 -6077662.974248 2495481.160843,1828201.190242 -3071915.036161 6238796.151243,-135819.644693 1371844.984200 7055470.550720,-2036654.996059 5173460.524147 4563922.632827,-2983686.001681 6551474.113348 -70072.620279,-2533492.233696 4861394.271931 -4672014.952297,-900401.726954 901911.318354 -7089948.531942,1152141.924196 -3477320.522214 -6202343.599845,2667958.816962 -6235808.685830 -2419915.056851,5016482.804973 -3276686.537509 3981610.748168,1889580.026026 -817310.685151 6888109.901984,-2121896.912468 2024247.353836 6564533.624077,-5140358.145592 3917961.418581 3162047.074895,-5750457.517509 3975764.982276 -1725364.749429,-3669741.278460 2173229.578421 -5804862.149957,122223.660209 -642430.871644 -7173849.915293,3857476.031912 -3158793.381896 -5198541.854142,5793008.245538 -4201135.919532 -794306.945883,4911094.006013 -144959.244203 5252250.192452,405484.784606 413816.445644 7165293.512944,-4289904.850746 778539.526427 5718849.144811,-6976487.785014 778354.525470 1589000.127844,-6394541.811941 413372.620545 -3287406.779123,-2823670.792354 -144712.129412 -6625400.201045,2062543.459937 -635104.906364 -6872656.955815,5988318.168496 -829452.302166 -3914804.797558,7116552.206817 -636159.627786 874251.489912,3071915.036161 1828201.190242 6238796.151243,-1371844.984200 -135819.644693 7055470.550720,-5173460.524147 -2036654.996059 4563922.632827,-6551474.113348 -2983686.001681 -70072.620279,-4861394.271931 -2533492.233696 -4672014.952297,-901911.318354 -900401.726954 -7089948.531942,3477320.522214 1152141.924196 -6202343.599845,6235808.685830 2667958.816962 -2419915.056851,6077662.974248 2935985.994878 2495481.160843,817310.685151 1889580.026026 6888109.901984,-2024247.353836 -2121896.912468 6564533.624077,-3917961.418581 -5140358.145592 3162047.074895,-3975764.982276 -5750457.517509 -1725364.749429,-2173229.578421 -3669741.278460 -5804862.149957,642430.871644 122223.660209 -7173849.915293,3158793.381896 3857476.031912 -5198541.854142,4201135.919532 5793008.245538 -794306.945883,3276686.537509 5016482.804973 3981610.748168
-634865.347805 -7085806.115842 1094968.402707,-129960.235955 -4746574.440845 5401439.037205,435484.726037 -184358.435454 7173091.795840,796738.389592 4464165.936974 5581617.088004,784548.991580 7022170.102821 1370970.394256,404685.050182 6290362.777832 -3483886.241767,-164180.821355 2618795.651151 -6708594.851051,-656289.717763 -2272553.794730 -6804072.984604,-842464.769542 -6105575.260319 -3726156.906170,2901175.768687 -6004793.840197 2703152.170458,1746895.632576 -2894596.169217 6345744.939265,-225519.611247 1570528.287126 7011692.601671,-2092768.633449 5300514.662444 4389856.846693,-2979879.630760 6547284.839854 -292828.567572,-2471659.245245 4728194.235663 -4838976.443430,-809592.695079 702254.614497 -7123414.436518,1229636.960476 -3650471.162334 -6086853.303901,2695939.048573 -6301524.838341 -2208998.072246,4912898.894902 -3204249.762078 4164995.830862,1715004.224634 -692836.337325 6947066.076354,-2285737.387827 2142491.456003 6471528.956318,-5216718.489868 3974583.290329 2960548.232164,-5703532.892357 3944227.313925 -1940796.076235,-3521832.877555 2068540.765682 -5933365.751530,301911.711121 -771309.727884 -7155812.912416,3985297.618655 -3251863.182423 -5042295.246886,5809014.833771 -4214729.800109 -572493.374210,4746574.440845 -129960.235955 5401439.037205,184358.435454 435484.726037 7173091.795840,-4464165.936974 796738.389592 5581617.088004,-7022170.102821 784548.991580 1370970.394256,-6290362.777832 404685.050182 -3483886.241767,-2618795.651151 -164180.821355 -6708594.851051,2272553.794730 -656289.717763 -6804072.984604,6105575.260319 -842464.769542 -3726156.906170,7085806.115842 -634865.347805 1094968.402707,2894596.169217 1746895.632576 6345744.939265,-1570528.287126 -225519.611247 7011692.601671,-5300514.662444 -2092768.633449 4389856.846693,-6547284.839854 -2979879.630760 -292828.567572,-4728194.235663 -2471659.245245 -4838976.443430,-702254.614497 -809592.695079 -7123414.436518,3650471.162334 1229636.960476 -6086853.303901,6301524.838341 2695939.048573 -2208998.072246,6004793.840197 2901175.768687 2703152.170458,692836.337325 1715004.224634 6947066.076354,-2142491.456003 -2285737.387827 6471528.956318,-3974583.290329 -5216718.489868 2960548.232164,-3944227.313925 -5703532.892357 -1940796.076235,-2068540.765682 -3521832.877555 -5933365.751530,771309.727884 301911.711121 -7155812.912416,3251863.182423 3985297.618655 -5042295.246886,4214729.800109 5809014.833771 -572493.374210,3204249.762078 4912898.894902 4164995.830862
-632813.395137 -7048277.902745 1314628.219285,-114107.205893 -4577578.411081 5545417.878672,457704.375021 36848.135913 7173981.154429,814927.530949 4634074.322535 5439001.867572,790176.779556 7061097.732860 1151617.038450,395142.041201 6180214.857512 -3677012.592482,-184395.053426 2411517.364907 -6785362.489027,-677764.556943 -2480310.421533 -6728971.625919,-855172.863304 -6216945.452381 -3533923.716560,2863917.196125 -5926012.846685 2908213.265785,1664701.566316 -2714150.516047 6446577.093366,-314137.106065 1768100.138670 6961160.121569,-2146332.430467 5422731.719052 4211554.506744,-2973251.521563 6536802.398747 -515301.954583,-2408062.513011 4590210.958348 -5001288.474276,-718890.358809 501533.622966 -7150060.990196,1305210.904314 -3820482.114938 -5965525.514299,2721066.156715 -6361330.082132 -1995952.319689,4804933.460257 -3128280.766951 4344360.998432,1539336.380300 -566933.342552 6999329.564493,-2446877.029038 2259397.101038 6372287.067845,-5287839.873048 4027719.207881 2756191.047371,-5651298.606229 3908699.414321 -2154356.674484,-3371035.313701 1961229.147611 -6056177.650648,480748.941448 -900240.137870 -7130925.950489,4108918.254133 -3342382.933211 -4881205.204182,5819408.159922 -4224345.570723 -350127.463919,4577578.411081 -114107.205893 5545417.878672,-36848.135913 457704.375021 7173981.154429,-4634074.322535 814927.530949 5439001.867572,-7061097.732860 790176.779556 1151617.038450,-6180214.857512 395142.041201 -3677012.592482,-2411517.364907 -184395.053426 -6785362.489027,2480310.421533 -677764.556943 -6728971.625919,6216945.452381 -855172.863304 -3533923.716560,7048277.902745 -632813.395137 1314628.219285,2714150.516047 1664701.566316 6446577.093366,-1768100.138670 -314137.106065 6961160.121569,-5422731.719052 -2146332.430467 4211554.506744,-6536802.398747 -2973251.521563 -515301.954583,-4590210.958348 -2408062.513011 -5001288.474276,-501533.622966 -718890.358809 -7150060.990196,3820482.114938 1305210.904314 -5965525.514299,6361330.082132 2721066.156715 -1995952.319689,5926012.846685 2863917.196125 2908213.265785,566933.342552 1539336.380300 6999329.564493,-2259397.101038 -2446877.029038 6372287.067845,-4027719.207881 -5287839.873048 2756191.047371,-3908699.414321 -5651298.606229 -2154356.674484,-1961229.147611 -3371035.313701 -6056177.650648,900240.137870 480748.941448 -7130925.950489,3342382.933211 4108918.254133 -4881205.204182,4224345.570723 5819408.159922 -350127.463919,3128280.766951 4804933.460257 4344360.998432
-629976.121374 -7004006.608407 1533018.822178,-97396.118102 -4404271.857333 5684048.339746,480454.035930 257921.107315 7167960.738192,833070.065706 4799467.075454 5291140.537873,795202.898687 7093236.206334 931151.883664,384726.918336 6064208.349219 -3866600.730007,-205345.705227 2202036.567782 -6855630.446738,-699498.627210 -2685614.322593 -6647423.963895,-867538.277438 -6322322.490457 -3338289.446591,2824271.772050 -5841385.049222 3110466.526298,1581711.067739 -2530747.234058 6541195.944041,-401592.676506 1964366.653215 6903921.466704,-2197316.373223 5539983.020560 4029187.388840,-2963835.886123 6520025.276058 -737278.165622,-2342783.862207 4447569.483571 -5158796.179882,-628385.165131 299939.735174 -7169863.018527,1378805.689954 -3987182.312324 -5838475.466865,2743341.653743 -6415153.634052 -1780982.760568,4692705.597804 -3048833.635076 4519533.437799,1362750.525791 -439717.711048 7044850.351446,-2605167.629385 2374840.140621 6266903.096259,-5353669.422742 4077295.113987 2549172.753285,-5593823.032375 3869192.860562 -2365841.063915,-3217504.069567 1851384.960384 -6173181.185631,658565.480091 -1029095.479725 -7099212.540779,4228230.581709 -3430246.996922 -4715425.400816,5824195.099059 -4229949.005174 -127423.713228,4404271.857333 -97396.118102 5684048.339746,-257921.107315 480454.035930 7167960.738192,-4799467.075454 833070.065706 5291140.537873,-7093236.206334 795202.898687 931151.883664,-6064208.349219 384726.918336 -3866600.730007,-2202036.567782 -205345.705227 -6855630.446738,2685614.322593 -699498.627210 -6647423.963895,6322322.490457 -867538.277438 -3338289.446591,7004006.608407 -629976.121374 1533018.822178,2530747.234058 1581711.067739 6541195.944041,-1964366.653215 -401592.676506 6903921.466704,-5539983.020560 -2197316.373223 4029187.388840,-6520025.276058 -2963835.886123 -737278.165622,-4447569.483571 -2342783.862207 -5158796.179882,-299939.735174 -628385.165131 -7169863.018527,3987182.312324 1378805.689954 -5838475.466865,6415153.634052 2743341.653743 -1780982.760568,5841385.049222 2824271.772050 3110466.526298,439717.711048 1362750.525791 7044850.351446,-2374840.140621 -2605167.629385 6266903.096259,-4077295.113987 -5353669.422742 2549172.753285,-3869192.860562 -5593823.032375 -2365841.063915,-1851384.960384 -3217504.069567 -6173181.185631,1029095.479725 658565.480091 -7099212.540779,3430246.996922 4228230.581709 -4715425.400816,4229949.005174 5824195.099059 -127423.713228,3048833.635076 4692705.597804 4519533.437799
-626326.821998 -6953037.922602 1749929.315168,-79824.490119 -4226824.831597 5817197.229582,503710.907281 478646.879561 7155036.304667,851128.447926 4960185.722966 5138175.243876,799592.806493 7118557.781257 709787.817827,373424.331000 5942459.186498 -4052469.049798,-227022.077404 1990555.868654 -6919332.232550,-721460.007606 -2888268.871039 -6559507.213636,-879522.578759 -6421605.988194 -3139441.680715,2782303.000435 -5750981.419586 3309716.775303,1498016.209401 -2344558.674992 6629510.805163,-487808.816842 2159134.820588 6840031.420535,-2245693.474771 5652144.534361 3842931.236510,-2951669.623911 6496958.197170 -958543.120356,-2275906.132021 4300399.587380 -5311349.371119,-538166.517750 97665.542875 -7182801.815687,1450365.841959 -4150403.503399 -5705823.898451,2762770.088279 -6462930.472139 -1564296.297477,4576338.246792 -2965966.312625 4690344.426635,1185421.034895 -311307.455522 7083584.881990,-2760464.216009 2488697.158672 6155478.097752,-5414159.692731 4123240.172439 2339693.182201,-5531179.516738 3825723.358639 -2575045.854244,-3061396.750406 1739101.482856 -6284265.271772,835192.957842 -1157748.439504 -7060702.647995,4343131.752585 -3515351.765559 -4545114.082529,5823388.088323 -4231509.799115 95403.002381,4226824.831597 -79824.490119 5817197.229582,-478646.879561 503710.907281 7155036.304667,-4960185.722966 851128.447926 5138175.243876,-7118557.781257 799592.806493 709787.817827,-5942459.186498 373424.331000 -4052469.049798,-1990555.868654 -227022.077404 -6919332.232550,2888268.871039 -721460.007606 -6559507.213636,6421605.988194 -879522.578759 -3139441.680715,6953037.922602 -626326.821998 1749929.315168,2344558.674992 1498016.209401 6629510.805163,-2159134.820588 -487808.816842 6840031.420535,-5652144.534361 -2245693.474771 3842931.236510,-6496958.197170 -2951669.623911 -958543.120356,-4300399.587380 -2275906.132021 -5311349.371119,-97665.542875 -538166.517750 -7182801.815687,4150403.503399 1450365.841959 -5705823.898451,6462930.472139 2762770.088279 -1564296.297477,5750981.419586 2782303.000435 3309716.775303,311307.455522 1185421.034895 7083584.881990,-2488697.158672 -2760464.216009 6155478.097752,-4123240.172439 -5414159.692731 2339693.182201,-3825723.358639 -5531179.516738 -2575045.854244,-1739101.482856 -3061396.750406 -6284265.271772,1157748.439504 835192.957842 -7060702.647995,3515351.765559 4343131.752585 -4545114.082529,4231509.799115 5823388.088323 95403.002381,2965966.312625 4576338.246792 4690344.426635
-621839.791158 -6895424.134426 1965150.232907,-61391.412790 -4045411.324079 5944736.667743,527450.765573 698812.282522 7135220.214352,869064.527038 5116076.410217 4980253.087772,803312.471712 7137041.467325 487738.581728,361220.291693 5815088.813339 -4234439.615689,-249411.893065 1777279.656397 -6976407.588116,-743615.693825 -3088080.018946 -6465304.654987,-891087.270641 -6514701.531860 -2937571.191289,2738076.305423 -5654878.782004 3505771.771489,1413708.958349 -2155760.220000 6711437.056244,-572710.036891 2352212.696830 6769551.144775,-2291439.782431 5759097.006168 3652965.591388,-2936792.257109 6467612.130052 -1178883.485977,-2207513.073859 4148835.653899 -5458802.671571,-448322.690498 -105095.342415 -7188865.160179,1519838.515878 -4309980.426802 -5567696.940020,2779359.018168 -6504601.417800 -1346101.571730,4455958.049591 -2879740.566905 4856629.495170,1007522.449860 -181822.481484 7115496.099395,-2912625.185610 2600845.604481 6038118.954905,-5469268.697488 4165486.862624 2127954.569038,-5463446.283225 3778310.745598 -2781769.943165,-2902872.920592 1624474.956584 -6389324.498899,1010464.664087 -1286071.134752 -7015432.665082,4453523.519775 -3597595.783066 -4370433.920525,5817005.100210 -4229001.625560 318137.643583,4045411.324079 -61391.412790 5944736.667743,-698812.282522 527450.765573 7135220.214352,-5116076.410217 869064.527038 4980253.087772,-7137041.467325 803312.471712 487738.581728,-5815088.813339 361220.291693 -4234439.615689,-1777279.656397 -249411.893065 -6976407.588116,3088080.018946 -743615.693825 -6465304.654987,6514701.531860 -891087.270641 -2937571.191289,6895424.134426 -621839.791158 1965150.232907,2155760.220000 1413708.958349 6711437.056244,-2352212.696830 -572710.036891 6769551.144775,-5759097.006168 -2291439.782431 3652965.591388,-6467612.130052 -2936792.257109 -1178883.485977,-4148835.653899 -2207513.073859 -5458802.671571,105095.342415 -448322.690498 -7188865.160179,4309980.426802 1519838.515878 -5567696.940020,6504601.417800 2779359.018168 -1346101.571730,5654878.782004 2738076.305423 3505771.771489,181822.481484 1007522.449860 7115496.099395,-2600845.604481 -2912625.185610 6038118.954905,-4165486.862624 -5469268.697488 2127954.569038,-3778310.745598 -5463446.283225 -2781769.943165,-1624474.956584 -2902872.920592 -6389324.498899,1286071.134752 1010464.664087 -7015432.665082,3597595.783066 4453523.519775 -4370433.920525,4229001.625560 5817005.100210 318137.643583,2879740.566905 4455958.049591 4856629.495170
