-607959.601959 -6872464.421992 -14915.269074,222363.719772 -2160809.345694 6537916.005366,744336.460010 5539875.323112 4034930.771107,236068.456779 5577624.161372 -4059592.621849,-598315.120829 -2083916.277608 -6554244.291296,2818917.002904 -5642351.794672 2787302.261437,85928.528381 835714.143891 6837315.361298,-2766627.532207 6157461.238028 1417306.599793,-1793991.322765 2964520.844486 -5970764.648234,1652582.105725 -4316829.162971 -5127064.774151,3965631.021258 -2389051.592080 5105489.650282,-2610135.392000 2288606.156090 5952136.673019,-5575744.191046 3799847.087209 -1446489.677409,-837111.806425 60221.530009 -6852386.166475,5055339.042626 -3762504.627108 -2814656.091054,2160809.345694 222363.719772 6537916.005366,-5539875.323112 744336.460010 4034930.771107,-5577624.161372 236068.456779 -4059592.621849,2083916.277608 -598315.120829 -6554244.291296,6872464.421992 -607959.601959 -14915.269074,-835714.143891 85928.528381 6837315.361298,-6157461.238028 -2766627.532207 1417306.599793,-2964520.844486 -1793991.322765 -5970764.648234,4316829.162971 1652582.105725 -5127064.774151,5642351.794672 2818917.002904 2787302.261437,-2288606.156090 -2610135.392000 5952136.673019,-3799847.087209 -5575744.191046 -1446489.677409,-60221.530009 -837111.806425 -6852386.166475,3762504.627108 5055339.042626 -2814656.091054,2389051.592080 3965631.021258 5105489.650282
-608423.643873 -6868896.854006 212682.533366,241479.926105 -1944471.966815 6604679.360304,756588.381446 5669723.609812 3848490.974200,224531.171654 5441472.041365 -4241132.552509,-617681.232491 -2297509.708779 -6480625.681998,2777994.705210 -5555825.560626 2993799.009891,-8889.473481 1040304.307878 6809782.132843,-2784185.116049 6197118.445049 1193832.070003,-1710166.015660 2784781.230823 -6080918.363014,1722051.422460 -4467856.131673 -4972400.071940,3825201.765382 -2290944.699866 5255049.809986,-2769288.249950 2400995.178657 5835045.445354,-5533453.198554 3771047.779433 -1668192.913199,-652363.703463 -69583.879646 -6872350.729261,5127875.782448 -3814391.411184 -2605457.241267,1944471.966815 241479.926105 6604679.360304,-5669723.609812 756588.381446 3848490.974200,-5441472.041365 224531.171654 -4241132.552509,2297509.708779 -617681.232491 -6480625.681998,6868896.854006 -608423.643873 212682.533366,-1040304.307878 -8889.473481 6809782.132843,-6197118.445049 -2784185.116049 1193832.070003,-2784781.230823 -1710166.015660 -6080918.363014,4467856.131673 1722051.422460 -4972400.071940,5555825.560626 2777994.705210 2993799.009891,-2400995.178657 -2769288.249950 5835045.445354,-3771047.779433 -5533453.198554 -1668192.913199,69583.879646 -652363.703463 -6872350.729261,3814391.411184 5127875.782448 -2605457.241267,2290944.699866 3825201.765382 5255049.809986
-608193.075781 -6857847.873152 440047.040523,261284.656453 -1726106.465386 6664212.964251,768570.808433 5793344.049194 3657829.712348,212141.878068 5299470.858238 -4418039.766574,-637308.957908 -2508535.760082 -6399955.279142,2734438.292711 -5463062.023826 3197010.903643,-102804.253814 1244176.996360 6774796.331176,-2798550.631935 6230094.168116 969047.609810,-1625285.528160 2601661.718243 -6184450.104263,1789004.401004 -4614341.541483 -4812309.989943,3681046.092487 -2189722.300522 5398850.430070,-2924941.584770 2511461.452608 5711562.073218,-5485278.444108 3737948.500354 -1888068.492778,-467480.933222 -200122.795289 -6884843.182098,5194620.998649 -3862437.463796 -2393406.467482,1726106.465386 261284.656453 6664212.964251,-5793344.049194 768570.808433 3657829.712348,-5299470.858238 212141.878068 -4418039.766574,2508535.760082 -637308.957908 -6399955.279142,6857847.873152 -608193.075781 440047.040523,-1244176.996360 -102804.253814 6774796.331176,-6230094.168116 -2798550.631935 969047.609810,-2601661.718243 -1625285.528160 -6184450.104263,4614341.541483 1789004.401004 -4812309.989943,5463062.023826 2734438.292711 3197010.903643,-2511461.452608 -2924941.584770 5711562.073218,-3737948.500354 -5485278.444108 -1888068.492778,200122.795289 -467480.933222 -6884843.182098,3862437.463796 5194620.998649 -2393406.467482,2189722.300522 3681046.092487 5398850.430070
-607235.387032 -6839331.947276 666928.809365,281764.752984 -1505953.269140 6716452.122247,780243.084471 5910602.783906 3463155.815899,198888.829887 5151779.880322 -4590122.284423,-657165.247319 -2716764.947212 -6312319.755739,2688322.461774 -5364151.184883 3396715.152073,-195717.397196 1447106.468815 6732395.952133,-2809737.922997 6256338.883821 743199.916472,-1539456.341695 2415356.463180 -6281248.452129,1853388.254484 -4756114.285016 -4646967.849741,3533334.744743 -2085478.879609 5536734.565280,-3076934.461125 2619868.866007 5581821.147586,-5431292.287644 3700560.465051 -2105875.925182,-282665.985679 -331254.455917 -6889850.136224,5255517.862829 -3906564.162953 -2178735.294856,1505953.269140 281764.752984 6716452.122247,-5910602.783906 780243.084471 3463155.815899,-5151779.880322 198888.829887 -4590122.284423,2716764.947212 -657165.247319 -6312319.755739,6839331.947276 -607235.387032 666928.809365,-1447106.468815 -195717.397196 6732395.952133,-6256338.883821 -2809737.922997 743199.916472,-2415356.463180 -1539456.341695 -6281248.452129,4756114.285016 1853388.254484 -4646967.849741,5364151.184883 2688322.461774 3396715.152073,-2619868.866007 -3076934.461125 5581821.147586,-3700560.465051 -5431292.287644 -2105875.925182,331254.455917 -282665.985679 -6889850.136224,3906564.162953 5255517.862829 -2178735.294856,2085478.879609 3533334.744743 5536734.565280
-605518.969168 -6813371.909858 893078.890313,302905.264736 -1284254.644812 6761340.078282,791564.342944 6021373.087839 3264682.576944,184761.935371 4998564.508568 -4757193.493820,-677215.799931 -2921970.845247 -6217813.311511,2639724.292084 -5259190.120560 3592692.867321,-287532.548302 1648867.554165 6682627.050990,-2817764.514798 6275810.564519 516536.839024,-1452785.044545 2226063.429516 -6371209.288562,1915153.662025 -4893008.051256 -4476552.784974,3382241.869163 -1978312.949150 5668551.788697,-3225110.467145 2726082.831000 5445964.135545,-5371573.371299 3658899.921574 -2321377.099378,-98120.644598 -462836.577754 -6887366.225719,5310516.241165 -3946696.939997 -1961678.240392,1284254.644812 302905.264736 6761340.078282,-6021373.087839 791564.342944 3264682.576944,-4998564.508568 184761.935371 -4757193.493820,2921970.845247 -677215.799931 -6217813.311511,6813371.909858 -605518.969168 893078.890313,-1648867.554165 -287532.548302 6682627.050990,-6275810.564519 -2817764.514798 516536.839024,-2226063.429516 -1452785.044545 -6371209.288562,4893008.051256 1915153.662025 -4476552.784974,5259190.120560 2639724.292084 3592692.867321,-2726082.831000 -3225110.467145 5445964.135545,-3658899.921574 -5371573.371299 -2321377.099378,462836.577754 -98120.644598 -6887366.225719,3946696.939997 5310516.241165 -1961678.240392,1978312.949150 3382241.869163 5668551.788697
-603013.106411 -6779998.939444 1118249.109587,324689.471815 -1061254.428014 6798828.072296,802493.513190 6125535.522567 3062627.513784,169752.734025 4839996.082777 -4919072.344825,-697425.080556 -3123930.342043 -6116537.581750,2588723.191076 -5148282.849648 3784729.307139,-378155.530260 1849235.896935 6625543.696339,-2822651.637522 6288474.707069 289307.097220,-1365378.228740 2033984.160322 -6454235.898662,1974254.861782 -5024861.506353 -4301249.555688,3227944.830603 -1868326.911816 5794158.349992,-3369317.912474 2829970.414997 5304139.232347,-5306206.546562 3612988.090621 -2534336.548741,85954.232329 -594725.506512 -6877394.112554,5359572.786798 -3982765.334072 -1742472.553724,1061254.428014 324689.471815 6798828.072296,-6125535.522567 802493.513190 3062627.513784,-4839996.082777 169752.734025 -4919072.344825,3123930.342043 -697425.080556 -6116537.581750,6779998.939444 -603013.106411 1118249.109587,-1849235.896935 -378155.530260 6625543.696339,-6288474.707069 -2822651.637522 289307.097220,-2033984.160322 -1365378.228740 -6454235.898662,5024861.506353 1974254.861782 -4301249.555688,5148282.849648 2588723.191076 3784729.307139,-2829970.414997 -3369317.912474 5304139.232347,-3612988.090621 -5306206.546562 -2534336.548741,594725.506512 85954.232329 -6877394.112554,3982765.334072 5359572.786798 -1742472.553724,1868326.911816 3227944.830603 5794158.349992
-599688.166027 -6739252.510827 1342192.350650,347098.872120 -837197.760602 6828875.389041,812989.503525 6222978.062145 2857212.129871,153854.519999 4676251.676391 -5075583.537808,-717756.422383 -3322423.869193 -6008601.538543,2535400.679958 -5031540.268917 3972614.112318,-467494.413584 2047988.210784 6561207.915834,-2824424.058758 6294304.435167 61759.999450,-1277342.320465 1839323.590005 -6530239.064392,2030649.597004 -5151518.525600 -4121248.355731,3070623.962698 -1755627.021848 5913417.325978,-3509409.941986 2931400.564479 5156501.205740,-5235282.685991 3562851.258016 -2744521.711643,269358.919630 -726776.366932 -6859944.484086,5402650.908172 -4014703.197910 -1521357.953920,837197.760602 347098.872120 6828875.389041,-6222978.062145 812989.503525 2857212.129871,-4676251.676391 153854.519999 -5075583.537808,3322423.869193 -717756.422383 -6008601.538543,6739252.510827 -599688.166027 1342192.350650,-2047988.210784 -467494.413584 6561207.915834,-6294304.435167 -2824424.058758 61759.999450,-1839323.590005 -1277342.320465 -6530239.064392,5151518.525600 2030649.597004 -4121248.355731,5031540.268917 2535400.679958 3972614.112318,-2931400.564479 -3509409.941986 5156501.205740,-3562851.258016 -5235282.685991 -2744521.711643,726776.366932 269358.919630 -6859944.484086,4014703.197910 5402650.908172 -1521357.953920,1755627.021848 3070623.962698 5913417.325978
-595515.586562 -6691180.353735 1564662.834358,370113.212800 -612330.818625 6851449.398814,823011.209876 6313596.232253 2648661.667520,137062.313143 4507513.891496 -5226557.704428,-738172.049900 -3517235.649559 -5894121.384355,2479840.334327 -4909080.002506 4156141.538430,-555459.626698 2244902.524963 6489689.633794,-2823110.095913 6293280.509538 -165854.839973,-1188783.480785 1642289.808971 -6599137.150663,2084299.199086 -5272828.365399 -3936744.613337,2910462.376687 -1640323.239221 6026198.763389,-3645244.722316 3030244.235718 5003211.232655,-5158898.596408 3508520.701954 -2951703.187829,451895.039659 -858843.220744 -6835036.043001,5439720.844369 -4042448.743729 -1298576.362615,612330.818625 370113.212800 6851449.398814,-6313596.232253 823011.209876 2648661.667520,-4507513.891496 137062.313143 -5226557.704428,3517235.649559 -738172.049900 -5894121.384355,6691180.353735 -595515.586562 1564662.834358,-2244902.524963 -555459.626698 6489689.633794,-6293280.509538 -2823110.095913 -165854.839973,-1642289.808971 -1188783.480785 -6599137.150663,5272828.365399 2084299.199086 -3936744.613337,4909080.002506 2479840.334327 4156141.538430,-3030244.235718 -3645244.722316 5003211.232655,-3508520.701954 -5158898.596408 -2951703.187829,858843.220744 451895.039659 -6835036.043001,4042448.743729 5439720.844369 -1298576.362615,1640323.239221 2910462.376687 6026198.763389
-590467.964826 -6635838.392385 1785416.397399,393710.503297 -386900.543766 6866525.590041,832517.611979 6397293.228939 2437204.856694,119372.902473 4333970.645740 -5371831.581462,-758633.144604 -3708153.931908 -5773220.437997,2422127.644699 -4781026.282684 4335110.681615,-641964.041254 2439758.433435 6411066.600684,-2818741.532343 6285391.369852 -393287.783746,-1099807.473119 1443093.847563 -6660856.183768,2135168.595969 -5388645.857454 -3747938.785055,2747645.738057 -1522529.130674 6132379.813796,-3776685.583974 3126374.569938 4844436.728349,-5077156.871346 3450032.693581 -3155654.990268,633365.771004 -990779.223180 -6802695.489694,5470759.674638 -4065944.661422 -1074371.633831,386900.543766 393710.503297 6866525.590041,-6397293.228939 832517.611979 2437204.856694,-4333970.645740 119372.902473 -5371831.581462,3708153.931908 -758633.144604 -5773220.437997,6635838.392385 -590467.964826 1785416.397399,-2439758.433435 -641964.041254 6411066.600684,-6285391.369852 -2818741.532343 -393287.783746,-1443093.847563 -1099807.473119 -6660856.183768,5388645.857454 2135168.595969 -3747938.785055,4781026.282684 2422127.644699 4335110.681615,-3126374.569938 -3776685.583974 4844436.728349,-3450032.693581 -5077156.871346 -3155654.990268,990779.223180 633365.771004 -6802695.489694,4065944.661422 5470759.674638 -1074371.633831,1522529.130674 2747645.738057 6132379.813796
-584519.121507 -6573290.676655 2004210.768641,417867.035816 -161154.373531 6874087.593739,841467.852935 6473980.030439 2223073.659158,100784.871962 4155814.954958 -5511248.177395,-779099.905201 -3894971.223971 -5646029.012978,2362349.891068 -4647509.815159 4509325.698188,-726923.058102 2632337.342764 6325424.314487,-2811353.547251 6270633.158960 -620289.454304,-1010519.539511 1241949.452676 -6715329.922210,2183226.329713 -5498831.592202 -3555036.143193,2582362.047607 -1402361.756110 6231844.860606,-3903601.165143 3219667.058266 4680351.168139,-4990165.747861 3387428.475710 -3356154.792169,813576.055712 -1122436.782404 -6762957.497092,5495751.330741 -4085138.216429 -848989.280858,161154.373531 417867.035816 6874087.593739,-6473980.030439 841467.852935 2223073.659158,-4155814.954958 100784.871962 -5511248.177395,3894971.223971 -779099.905201 -5646029.012978,6573290.676655 -584519.121507 2004210.768641,-2632337.342764 -726923.058102 6325424.314487,-6270633.158960 -2811353.547251 -620289.454304,-1241949.452676 -1010519.539511 -6715329.922210,5498831.592202 2183226.329713 -3555036.143193,4647509.815159 2362349.891068 4509325.698188,-3219667.058266 -3903601.165143 4680351.168139,-3387428.475710 -4990165.747861 -3356154.792169,1122436.782404 813576.055712 -6762957.497092,4085138.216429 5495751.330741 -848989.280858,1402361.756110 2582362.047607 6231844.860606
