-625548.329204 -7071599.839493 -14914.319511,228813.584470 -2223432.992965 6727740.702568,765914.086728 5700367.442318 4152205.035641,242956.857775 5739414.735775 -4176866.182708,-615642.019215 -2144439.910332 -6744068.575021,2900594.941337 -5805798.350471 2868444.451949,88423.092794 859937.831537 7035826.800229,-2846757.975376 6335856.142814 1458781.206854,-1846032.490696 3050607.879889 -6143599.409716,1700581.458368 -4442088.132103 -5275356.199395,4080536.623991 -2458263.278992 5253781.435116,-2685767.285020 2354931.180288 6124971.725058,-5737331.955366 3910007.293219 -1487962.577422,-861397.679155 62011.681713 -7050897.058970,5201939.131424 -3871568.108992 -2895797.051766,2223432.992965 228813.584470 6727740.702568,-5700367.442318 765914.086728 4152205.035641,-5739414.735775 242956.857775 -4176866.182708,2144439.910332 -615642.019215 -6744068.575021,7071599.839493 -625548.329204 -14914.319511,-859937.831537 88423.092794 7035826.800229,-6335856.142814 -2846757.975376 1458781.206854,-3050607.879889 -1846032.490696 -6143599.409716,4442088.132103 1700581.458368 -5275356.199395,5805798.350471 2900594.941337 2868444.451949,-2354931.180288 -2685767.285020 6124971.725058,-3910007.293219 -5737331.955366 -1487962.577422,-62011.681713 -861397.679155 -7050897.058970,3871568.108992 5201939.131424 -2895797.051766,2458263.278992 4080536.623991 5253781.435116
-626667.490400 -7068173.596424 209455.954403,247460.247106 -2010229.355383 6793708.546837,778531.681800 5828428.101457 3968499.672360,232114.803193 5605300.695566 -4355937.905806,-634944.372522 -2355008.729552 -6671629.572425,2859783.728172 -5720891.777447 3072075.512187,-4971.661390 1061641.803182 7008837.228085,-2863549.370542 6375354.287936 1238509.027756,-1763152.965669 2873644.443098 -6252341.135442,1768696.038704 -4591226.367228 -5122983.802228,3941962.896591 -2361975.685273 5401339.617802,-2842507.019108 2466024.706493 6009671.740880,-5695414.858701 3882233.096492 -1706559.452747,-679267.352391 -65883.375041 -7070736.077271,5273198.888709 -3923275.560467 -2689619.371483,2010229.355383 247460.247106 6793708.546837,-5828428.101457 778531.681800 3968499.672360,-5605300.695566 232114.803193 -4355937.905806,2355008.729552 -634944.372522 -6671629.572425,7068173.596424 -626667.490400 209455.954403,-1061641.803182 -4971.661390 7008837.228085,-6375354.287936 -2863549.370542 1238509.027756,-2873644.443098 -1763152.965669 -6252341.135442,4591226.367228 1768696.038704 -5122983.802228,5720891.777447 2859783.728172 3072075.512187,-2466024.706493 -2842507.019108 6009671.740880,-3882233.096492 -5695414.858701 -1706559.452747,65883.375041 -679267.352391 -7070736.077271,3923275.560467 5273198.888709 -2689619.371483,2361975.685273 3941962.896591 5401339.617802
-627130.042401 -7057681.447041 433615.388878,266797.142481 -1795104.022225 6852850.610660,790918.785345 5950610.124379 3780799.419304,220442.870582 5465657.617841 -4530642.428016,-654533.180941 -2563157.473078 -6592526.261918,2816498.592876 -5630083.261663 3272613.274221,-97480.379292 1262693.923555 6974807.249923,-2877319.639729 6408547.156869 1016989.781045,-1679305.252632 2693464.893321 -6354832.700341,1834409.207522 -4736093.300766 -4965480.798292,3799881.062650 -2262715.782703 5543464.680216,-2995927.763985 2575335.652425 5888329.472611,-5647943.970331 3850388.753178 -1923440.480611,-497025.215119 -194510.273530 -7083517.395771,5338982.172541 -3971370.739366 -2480739.829005,1795104.022225 266797.142481 6852850.610660,-5950610.124379 790918.785345 3780799.419304,-5465657.617841 220442.870582 -4530642.428016,2563157.473078 -654533.180941 -6592526.261918,7057681.447041 -627130.042401 433615.388878,-1262693.923555 -97480.379292 6974807.249923,-6408547.156869 -2877319.639729 1016989.781045,-2693464.893321 -1679305.252632 -6354832.700341,4736093.300766 1834409.207522 -4965480.798292,5630083.261663 2816498.592876 3272613.274221,-2575335.652425 -2995927.763985 5888329.472611,-3850388.753178 -5647943.970331 -1923440.480611,194510.273530 -497025.215119 -7083517.395771,3971370.739366 5338982.172541 -2480739.829005,2262715.782703 3799881.062650 5543464.680216
-626904.582038 -7040136.214299 657338.307241,286812.933433 -1578274.637186 6905107.874212,803036.979369 6066792.107964 3589292.967300,207928.851880 5320629.436977 -4700805.677464,-674377.884460 -2768678.205753 -6506836.710542,2770808.567904 -5533453.137025 3469855.955914,-189014.118752 1462889.612882 6933770.805320,-2888082.843211 6435388.687327 794446.564940,-1594586.539064 2510244.473679 -6450972.790407,1897674.238254 -4876533.200469 -4803003.756652,3654446.185571 -2160567.895114 5680014.214053,-3145884.183523 2682739.834491 5761066.346908,-5594985.468251 3814482.579017 -2138387.944427,-314854.760451 -323741.668389 -7089228.429838,5399238.253854 -4015780.798906 -2269367.743652,1578274.637186 286812.933433 6905107.874212,-6066792.107964 803036.979369 3589292.967300,-5320629.436977 207928.851880 -4700805.677464,2768678.205753 -674377.884460 -6506836.710542,7040136.214299 -626904.582038 657338.307241,-1462889.612882 -189014.118752 6933770.805320,-6435388.687327 -2888082.843211 794446.564940,-2510244.473679 -1594586.539064 -6450972.790407,4876533.200469 1897674.238254 -4803003.756652,5533453.137025 2770808.567904 3469855.955914,-2682739.834491 -3145884.183523 5761066.346908,-3814482.579017 -5594985.468251 -2138387.944427,323741.668389 -314854.760451 -7089228.429838,4015780.798906 5399238.253854 -2269367.743652,2160567.895114 3654446.185571 5680014.214053
-625960.493279 -7015557.980123 880399.440813,307494.646455 -1359960.455878 6950428.198317,814847.618775 6176858.832884 3394172.887351,194562.027952 5170365.425904 -4866258.215935,-694446.761427 -2971365.644002 -6414645.520455,2722784.725113 -5431087.904174 3663605.136196,-279485.791189 1662024.736988 6885768.827159,-2895856.246333 6455839.312780 571103.495956,-1509094.050621 2324161.785667 -6540666.416285,1958447.461706 -5012394.466979 -4635714.294307,3505816.265130 -2055619.905093 5810851.447370,-3292234.897561 2788114.329927 5628009.760267,-5536610.975977 3774527.279399 -2351186.165933,-132938.838445 -453448.815447 -7087863.556601,5453922.225608 -4056436.382817 -2055715.041007,1359960.455878 307494.646455 6950428.198317,-6176858.832884 814847.618775 3394172.887351,-5170365.425904 194562.027952 -4866258.215935,2971365.644002 -694446.761427 -6414645.520455,7015557.980123 -625960.493279 880399.440813,-1662024.736988 -279485.791189 6885768.827159,-6455839.312780 -2895856.246333 571103.495956,-2324161.785667 -1509094.050621 -6540666.416285,5012394.466979 1958447.461706 -4635714.294307,5431087.904174 2722784.725113 3663605.136196,-2788114.329927 -3292234.897561 5628009.760267,-3774527.279399 -5536610.975977 -2351186.165933,453448.815447 -132938.838445 -7087863.556601,4056436.382817 5453922.225608 -2055715.041007,2055619.905093 3505816.265130 5810851.447370
-624267.926659 -6983974.070318 1102574.162957,328827.694482 -1140382.119894 6988766.372792,826311.825310 6280701.395724 3195635.435559,180333.139911 5015020.035945 -5026835.401753,-714706.937168 -3171017.368837 -6316043.753350,2672500.139840 -5323080.114838 3853665.957094,-368810.263371 1859895.812494 6830849.203789,-2900660.350030 6469865.981926 347185.476088,-1422924.969545 2135398.596084 -6623824.998699,2016688.352692 -5143529.781102 -4463778.922146,3354152.085922 -1947963.134706 5935845.377088,-3434842.652188 2891337.580396 5489292.956412,-5472897.509799 3730539.889805 -2561621.724901,48540.528479 -583501.699389 -7079424.119848,5502995.087352 -4093271.661022 -1839996.038174,1140382.119894 328827.694482 6988766.372792,-6280701.395724 826311.825310 3195635.435559,-5015020.035945 180333.139911 -5026835.401753,3171017.368837 -714706.937168 -6316043.753350,6983974.070318 -624267.926659 1102574.162957,-1859895.812494 -368810.263371 6830849.203789,-6469865.981926 -2900660.350030 347185.476088,-2135398.596084 -1422924.969545 -6623824.998699,5143529.781102 2016688.352692 -4463778.922146,5323080.114838 2672500.139840 3853665.957094,-2891337.580396 -3434842.652188 5489292.956412,-3730539.889805 -5472897.509799 -2561621.724901,583501.699389 48540.528479 -7079424.119848,4093271.661022 5502995.087352 -1839996.038174,1947963.134706 3354152.085922 5935845.377088
-621797.984802 -6945419.012766 1323638.722438,350795.859521 -919761.438711 7020084.158288,837390.662981 6378217.310485 2993880.353681,165234.512463 4854752.726047 -5182377.547208,-735124.479850 -3367434.016439 -6211128.848763,2620029.692013 -5209528.330355 4039847.321515,-456904.409891 2056300.219214 6769066.734673,-2902518.727586 6477442.256019 122917.959151,-1336176.283491 1944139.686592 -6700366.447783,2072359.466968 -5269796.304507 -4287368.885402,3199617.001968 -1837692.327421 6054870.895381,-3573574.404853 2992289.590425 5345054.897533,-5403927.308641 3682541.875121 -2769483.675855,229402.316938 -713769.157347 -7063918.428855,5546423.704151 -4126224.521861 -1622427.225887,919761.438711 350795.859521 7020084.158288,-6378217.310485 837390.662981 2993880.353681,-4854752.726047 165234.512463 -5182377.547208,3367434.016439 -735124.479850 -6211128.848763,6945419.012766 -621797.984802 1323638.722438,-2056300.219214 -456904.409891 6769066.734673,-6477442.256019 -2902518.727586 122917.959151,-1944139.686592 -1336176.283491 -6700366.447783,5269796.304507 2072359.466968 -4287368.885402,5209528.330355 2620029.692013 4039847.321515,-2992289.590425 -3573574.404853 5345054.897533,-3682541.875121 -5403927.308641 -2769483.675855,713769.157347 229402.316938 -7063918.428855,4126224.521861 5546423.704151 -1622427.225887,1837692.327421 3199617.001968 6054870.895381
-618522.700171 -6899934.505828 1543370.475831,373381.321678 -698321.162150 7044350.321620,848045.134433 6469310.626908 2789110.665529,149260.020370 4689727.793520 -5332730.070454,-755664.414607 -3560419.486366 -6100004.536299,2565450.027259 -5090536.992750 4221962.086582,-543687.208225 2251036.405790 6700483.079533,-2901458.047204 6478548.313701 -101473.283434,-1248944.707269 1750572.654686 -6770215.236316,2125426.519487 -5391055.820107 -4106659.998712,3042376.781885 -1724905.520496 6167808.909907,-3708301.485138 3090852.031004 5195440.129467,-5329787.770155 3630559.060144 -2974563.761511,409466.683512 -844119.011525 -7041361.751146,5584180.877411 -4155236.601213 -1403227.047689,698321.162150 373381.321678 7044350.321620,-6469310.626908 848045.134433 2789110.665529,-4689727.793520 149260.020370 -5332730.070454,3560419.486366 -755664.414607 -6100004.536299,6899934.505828 -618522.700171 1543370.475831,-2251036.405790 -543687.208225 6700483.079533,-6478548.313701 -2901458.047204 -101473.283434,-1750572.654686 -1248944.707269 -6770215.236316,5391055.820107 2125426.519487 -4106659.998712,5090536.992750 2565450.027259 4221962.086582,-3090852.031004 -3708301.485138 5195440.129467,-3630559.060144 -5329787.770155 -2974563.761511,844119.011525 409466.683512 -7041361.751146,4155236.601213 5584180.877411 -1403227.047689,1724905.520496 3042376.781885 6167808.909907
-614415.114830 -6847569.369412 1761548.118645,396564.668215 -476284.756509 7061540.664586,858236.267145 6553892.029891 2581532.469440,132405.130281 4520114.197514 -5477743.641764,-776290.780857 -3749781.137233 -5982780.741773,2508839.435800 -4966216.329958 4399827.252331,-629079.808932 2443904.098030 6625166.700993,-2897507.996554 6473170.990686 -325762.397093,-1161326.569647 1554887.735239 -6833302.466854,2175858.387066 -5507174.896407 -3921832.475895,2882599.421094 -1609703.966795 6274546.457806,-3838899.711299 3186908.388954 5040598.640873,-5250571.325702 3574621.637014 -3176656.622722,588555.138938 -974418.199580 -7011776.299196,5616245.350000 -4180253.387104 -1182615.676472,476284.756509 396564.668215 7061540.664586,-6553892.029891 858236.267145 2581532.469440,-4520114.197514 132405.130281 -5477743.641764,3749781.137233 -776290.780857 -5982780.741773,6847569.369412 -614415.114830 1761548.118645,-2443904.098030 -629079.808932 6625166.700993,-6473170.990686 -2897507.996554 -325762.397093,-1554887.735239 -1161326.569647 -6833302.466854,5507174.896407 2175858.387066 -3921832.475895,4966216.329958 2508839.435800 4399827.252331,-3186908.388954 -3838899.711299 5040598.640873,-3574621.637014 -5250571.325702 -3176656.622722,974418.199580 588555.138938 -7011776.299196,4180253.387104 5616245.350000 -1182615.676472,1609703.966795 2882599.421094 6274546.457806
-609449.338587 -6788379.489777 1977951.914877,420324.909752 -253876.179451 7071638.046263,867925.182544 6631878.933955 2371354.727046,114666.924864 4346085.379104 -5617274.324067,-796966.683600 -3935329.981545 -5859573.487285,2450277.746183 -4836682.246792 4573264.145580,-713005.607155 2634704.506225 6543192.800746,-2890701.222459 6461303.803517 -549723.678485,-1073417.708929 1357277.615022 -6889565.932758,2223627.121413 -5618025.042111 -3733070.754581,2720454.958977 -1492192.042382 6374976.813416,-3965249.509788 3280344.106256 4880685.716513,-5166375.321286 3514764.151520 -3375560.004688,766490.721470 -1104532.907687 -6975191.211048,5642601.816212 -4201224.304697 -960814.788624,253876.179451 420324.909752 7071638.046263,-6631878.933955 867925.182544 2371354.727046,-4346085.379104 114666.924864 -5617274.324067,3935329.981545 -796966.683600 -5859573.487285,6788379.489777 -609449.338587 1977951.914877,-2634704.506225 -713005.607155 6543192.800746,-6461303.803517 -2890701.222459 -549723.678485,-1357277.615022 -1073417.708929 -6889565.932758,5618025.042111 2223627.121413 -3733070.754581,4836682.246792 2450277.746183 4573264.145580,-3280344.106256 -3965249.509788 4880685.716513,-3514764.151520 -5166375.321286 -3375560.004688,1104532.907687 766490.721470 -6975191.211048,4201224.304697 5642601.816212 -960814.788624,1492192.042382 2720454.958977 6374976.813416
