-616753.908145 -6972031.492187 -14914.784099,686734.917423 3454077.505203 6038553.995662,-72394.295877 3514633.130705 -6057181.822481,2518470.903639 -4744327.260029 4478081.039274,-2639875.025415 6028035.734340 2375464.798653,118920.548872 -1282922.708382 -6884045.623808,1243750.313336 -344213.355690 6868689.241995,-5469053.986517 3651413.210906 -2403543.022457,4222540.034585 -3308074.672098 -4501731.653111,-3454077.505203 686734.917423 6038553.995662,-3514633.130705 -72394.295877 -6057181.822481,6972031.492187 -616753.908145 -14914.784099,-6028035.734340 -2639875.025415 2375464.798653,1282922.708382 118920.548872 -6884045.623808,4744327.260029 2518470.903639 4478081.039274,-3651413.210906 -5469053.986517 -2403543.022457,3308074.672098 4222540.034585 -4501731.653111,344213.355690 1243750.313336 6868689.241995
-617546.776010 -6968536.636789 211051.989594,704531.956895 3646719.809823 5922368.883525,-89382.908057 3318515.826426 -6166623.074976,2455549.575471 -4610685.530017 4648918.140492,-2669891.559760 6095198.747420 2161779.141633,211729.057406 -1483466.332117 -6841381.587276,1061476.406762 -216273.004994 6904332.434157,-5402376.278017 3605799.290785 -2614409.499389,4338376.880386 -3390577.983273 -4326664.258133,-3646719.809823 704531.956895 5922368.883525,-3318515.826426 -89382.908057 -6166623.074976,6968536.636789 -617546.776010 211051.989594,-6095198.747420 -2669891.559760 2161779.141633,1483466.332117 211729.057406 -6841381.587276,4610685.530017 2455549.575471 4648918.140492,-3605799.290785 -5402376.278017 -2614409.499389,3390577.983273 4338376.880386 -4326664.258133,216273.004994 1061476.406762 6904332.434157
-617664.435151 -6957772.588354 436797.059927,722429.574468 3835485.807064 5799970.236048,-107144.388174 3119038.396000 -6269632.291570,2390664.189339 -4471957.580639 4814873.351419,-2696842.476255 6156127.490999 1945821.728280,303443.650565 -1682879.543264 -6791590.797242,878659.992291 -87308.931448 6932738.707039,-5330284.646075 3556129.160529 -2822535.234250,4449353.800159 -3470056.237597 -4147070.590024,-3835485.807064 722429.574468 5799970.236048,-3119038.396000 -107144.388174 -6269632.291570,6957772.588354 -617664.435151 436797.059927,-6156127.490999 -2696842.476255 1945821.728280,1682879.543264 303443.650565 -6791590.797242,4471957.580639 2390664.189339 4814873.351419,-3556129.160529 -5330284.646075 -2822535.234250,3470056.237597 4449353.800159 -4147070.590024,87308.931448 878659.992291 6932738.707039
-617074.931062 -6939752.958606 662083.249331,740391.659293 4020178.112994 5671485.844104,-125674.607186 2916411.370902 -6366103.258263,2323904.587668 -4328280.097120 4975772.892050,-2720727.106889 6210744.994483 1727819.506092,393974.861966 -1880950.971958 -6734724.432067,695495.517336 42546.616928 6953878.508736,-5252873.026227 3502431.847683 -3027702.693857,4555367.846590 -3546404.501230 -3963137.446498,-4020178.112994 740391.659293 5671485.844104,-2916411.370902 -125674.607186 -6366103.258263,6939752.958606 -617074.931062 662083.249331,-6210744.994483 -2720727.106889 1727819.506092,1880950.971958 393974.861966 -6734724.432067,4328280.097120 2323904.587668 4975772.892050,-3502431.847683 -5252873.026227 -3027702.693857,3546404.501230 4555367.846590 -3963137.446498,-42546.616928 695495.517336 6953878.508736
-615747.151452 -6914499.147821 886673.828625,758381.186789 4200603.698092 5537049.902357,-144967.709915 2710848.413233 -6455936.553248,2255361.937455 -4179795.311046 5131448.339474,-2741548.316014 6258980.952887 1508001.589546,483235.341786 -2077470.184553 -6670840.959871,512177.192067 173159.620730 6967729.848918,-5170240.741377 3444741.007051 -3229697.560093,4656321.619529 -3619520.631518 -3775056.266082,-4200603.698092 758381.186789 5537049.902357,-2710848.413233 -144967.709915 -6455936.553248,6914499.147821 -615747.151452 886673.828625,-6258980.952887 -2741548.316014 1508001.589546,2077470.184553 483235.341786 -6670840.959871,4179795.311046 2255361.937455 5131448.339474,-3444741.007051 -5170240.741377 -3229697.560093,3619520.631518 4656321.619529 -3775056.266082,-173159.620730 512177.192067 6967729.848918
-613650.811028 -6882040.327172 1110332.773900,776360.228020 4376574.104424 5396802.874667,-165016.140368 2502566.088199 -6539039.639915,2185128.658481 -4026650.825076 5281736.801042,-2759312.543302 6300771.786551 1286599.012488,571139.963377 -2272227.898458 -6600006.085001,328898.782622 304394.433610 6974278.319911,-5082492.410496 3383094.841390 -3428308.954072,4752123.405375 -3689305.358588 -3583022.933393,-4376574.104424 776360.228020 5396802.874667,-2502566.088199 -165016.140368 -6539039.639915,6882040.327172 -613650.811028 1110332.773900,-6300771.786551 -2759312.543302 1286599.012488,2272227.898458 571139.963377 -6600006.085001,4026650.825076 2185128.658481 5281736.801042,-3383094.841390 -5082492.410496 -3428308.954072,3689305.358588 4752123.405375 -3583022.933393,-304394.433610 328898.782622 6974278.319911
-610756.639295 -6842413.393640 1332825.022627,794290.082610 4547905.636322 5250891.352615,-185810.587368 2291783.638533 -6615326.953036,2113298.226115 -3868999.499192 5426481.081128,-2774029.658412 6336060.773575 1063844.478105,657605.868059 -2465016.209957 -6522292.687707,145853.409059 436113.911910 6973517.110488,-4989737.749685 3317536.170093 -3623329.655740,4842687.204470 -3755662.500626 -3387237.578852,-4547905.636322 794290.082610 5250891.352615,-2291783.638533 -185810.587368 -6615326.953036,6842413.393640 -610756.639295 1332825.022627,-6336060.773575 -2774029.658412 1063844.478105,2465016.209957 657605.868059 -6522292.687707,3868999.499192 2113298.226115 5426481.081128,-3317536.170093 -4989737.749685 -3623329.655740,3755662.500626 4842687.204470 -3387237.578852,-436113.911910 145853.409059 6973517.110488
-607036.363394 -6795662.933867 1553916.728650,812131.293160 4714419.568399 5099467.907214,-207340.016208 2078722.753135 -6684719.978133,2039965.099383 -3706999.263886 5565529.841368,-2785712.994497 6364798.094029 839972.106815,742552.564520 -2655628.809007 -6437780.756982,-36766.658098 568179.564979 6965447.012393,-4892091.470369 3248112.339056 -3814556.318672,4927932.857273 -3818499.041472 -3187904.373027,-4714419.568399 812131.293160 5099467.907214,-2078722.753135 -207340.016208 -6684719.978133,6795662.933867 -607036.363394 1553916.728650,-6364798.094029 -2785712.994497 839972.106815,2655628.809007 742552.564520 -6437780.756982,3706999.263886 2039965.099383 5565529.841368,-3248112.339056 -4892091.470369 -3814556.318672,3818499.041472 4927932.857273 -3187904.373027,-568179.564979 -36766.658098 6965447.012393
-602462.791336 -6741841.169830 1773375.515701,829843.720890 4875942.337772 4942690.933920,-229591.660804 1863607.335925 -6747147.324021,1965224.585897 -3540812.961902 5698737.754274,-2794379.286197 6386940.906023 615217.182417,825901.996996 -2843861.199508 -6346557.316605,-218770.198780 700451.698069 6950076.419583,-4789673.121360 3174875.202084 -4001789.679850,5007786.111819 -3877725.272549 -2985231.315791,-4875942.337772 829843.720890 4942690.933920,-1863607.335925 -229591.660804 -6747147.324021,6741841.169830 -602462.791336 1773375.515701,-6386940.906023 -2794379.286197 615217.182417,2843861.199508 825901.996996 -6346557.316605,3540812.961902 1965224.585897 5698737.754274,-3174875.202084 -4789673.121360 -4001789.679850,3877725.272549 5007786.111819 -2985231.315791,-700451.698069 -218770.198780 6950076.419583
-597009.873763 -6681007.897270 1990970.729103,847386.611329 5032305.733274 4780724.491013,-252551.027037 1646663.272884 -6802544.788537,1889172.719407 -3370608.178130 5825965.650100,-2800048.621380 6402453.405690 389815.896837,907578.615717 -3029510.917692 -6248716.344353,-399967.242688 832789.559439 6927421.320189,-4682606.936387 3097881.081875 -4184834.764223,5082178.694770 -3933254.918664 -2779430.020502,-5032305.733274 847386.611329 4780724.491013,-1646663.272884 -252551.027037 -6802544.788537,6681007.897270 -597009.873763 1990970.729103,-6402453.405690 -2800048.621380 389815.896837,3029510.917692 907578.615717 -6248716.344353,3370608.178130 1889172.719407 5825965.650100,-3097881.081875 -4682606.936387 -4184834.764223,3933254.918664 5082178.694770 -2779430.020502,-832789.559439 -399967.242688 6927421.320189
